Direcciones,Latitud,Longitud,Nro Radicado
Calle 97 Sur Carrera 51 LA ESTRELLA,6.1326095,-75.6361859,11908
Carrera 50 Calle 80 Sur LA ESTRELLA,6.1523941,-75.6336115,11909
Carrera 50 Calle 97BC Sur LA ESTRELLA,6.13208,-75.6333182,11910
Carrera 55 Calle 87 Sur LA ESTRELLA,6.1501338,-75.6371597,11911
Calle 98 Sur Carrera 46 LA ESTRELLA,6.1266363,-75.6280083,11912
Carrera 48 Calle 101 Sur LA ESTRELLA,6.1164501,-75.632955,11913
Carrera 48 Calle 100 Sur LA ESTRELLA,6.1168976,-75.6303266,11914
Calle 95 Sur Carrera 56 LA ESTRELLA,6.1379795,-75.6406863,11915
Carrera 50 Calle 97 Sur LA ESTRELLA,6.1331391,-75.6337246,11931
Carrera 50 Calle 95 Sur LA ESTRELLA,6.1366177,-75.6342835,11932
Calle 82 Sur Carrera 61 LA ESTRELLA,6.1566162,-75.644162,11933
Carrera 50 Calle 95 Sur LA ESTRELLA,6.1366177,-75.6342835,11935
Carrera 50 Calle 77 Sur LA ESTRELLA,6.154535,-75.626803,11937
Carrera 50 Calle 97 Sur LA ESTRELLA,6.1331391,-75.6337246,11938
Carrera 50 Calle 79C Sur LA ESTRELLA,6.1529569,-75.6318012,11965
Calle 79 Sur Carrera 52 LA ESTRELLA,6.1560819,-75.6306278,11966
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,11967
Calle 77 Sur Carrera 56E LA ESTRELLA,6.1600523,-75.6392025,11968
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,11969
Carrera 56C Calle 80 Sur LA ESTRELLA,6.1563764,-75.6395436,11970
Carrera 50 Calle 100B Sur LA ESTRELLA,6.1187752,-75.6344243,11971
Carrera 59 Calle 77 Sur LA ESTRELLA,6.1596727,-75.6413438,11972
Calle 96B Sur Carrera 55 LA ESTRELLA,6.1338119,-75.6368833,11973
Carrera 50 Calle 97 Sur LA ESTRELLA,6.1331391,-75.6337246,11981
Carrera 50 Calle 100 Sur LA ESTRELLA,6.1194097,-75.6344227,11982
Calle 96B Sur Carrera 58 LA ESTRELLA,6.1339122,-75.6372547,11983
Carrera 64 Calle 77 Sur LA ESTRELLA,6.1602185,-75.6461322,11987
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,11988
Carrera 63 Calle 83 Sur LA ESTRELLA,6.1589111,-75.6449323,12014
Carrera 52D Calle 77 Sur LA ESTRELLA,6.158955,-75.6292297,12017
Carrera 48 Calle 100 Sur LA ESTRELLA,6.1168976,-75.6303266,12027
Carrera 50 Calle 96 Sur LA ESTRELLA,6.1349499,-75.6344472,12054
Carrera 52D Calle 75AB Sur LA ESTRELLA,6.1604689,-75.6284003,12055
Calle 100 Sur Carrera 48 LA ESTRELLA,6.1196971,-75.6315951,12056
Carrera 62A Calle 74 Sur LA ESTRELLA,6.1645847,-75.6433602,12057
Carrera 47 Calle 100 Sur LA ESTRELLA,6.1196168,-75.6286366,12072
Calle 100B Sur Carrera 53 LA ESTRELLA,6.1187539,-75.6336456,12106
Carrera 55 Calle 79 Sur LA ESTRELLA,6.1569697,-75.6355586,12115
Calle 75AA Sur Carrera 57 LA ESTRELLA,6.1627622,-75.6393071,12116
Calle 77 Sur Carrera 57 LA ESTRELLA,6.1600369,-75.6395242,12117
Calle 82 Carrera 56C LA ESTRELLA,6.1552653,-75.6400227,12348
Calle 83 Sur Carrera 55 LA ESTRELLA,6.1537763,-75.6380555,12351
Carrera 62 Calle 81 Sur LA ESTRELLA,6.1576337,-75.6446892,12352
Carrera 62 Calle 83A Sur LA ESTRELLA,6.1561168,-75.6454201,12358
Carrera 50 Calle 102 Sur LA ESTRELLA,6.1441505,-75.6334228,12359
Carrera 62 Calle 82 Sur LA ESTRELLA,6.1568455,-75.6449082,12360
Carrera 53 Calle 53A Sur LA ESTRELLA,6.1598578,-75.6322774,11711
Calle 88 Sur Carrera 55 LA ESTRELLA,6.1482394,-75.637607,11712
Carrera 63 Calle 73 Sur LA ESTRELLA,6.1656415,-75.6441065,11713
Carrera 62A Calle 73 Sur LA ESTRELLA,6.1631083,-75.6439745,11714
Carrera 50 Calle 79B Sur LA ESTRELLA,6.1534233,-75.6292428,11776
Carrera 48 Calle 98 LA ESTRELLA,6.1264835,-75.6288846,11782
Carrera 48D Calle 100 Sur LA ESTRELLA,6.1193377,-75.6320581,11786
Calle 77 Sur Carrera 54 LA ESTRELLA,6.1604655,-75.6368848,11788
Calle 77 Sur Carrera 77 Sur LA ESTRELLA,6.1525194,-75.624819,11790
Carrera 52 Calle 79 Sur LA ESTRELLA,6.1560819,-75.6306278,11791
Carrera 55 Calle 87 Sur LA ESTRELLA,6.1501338,-75.6371597,11795
Carrera 49D Calle 99 Sur LA ESTRELLA,6.1219988,-75.633747,11796
Carrera 50 Calle 88 Sur LA ESTRELLA,6.1481678,-75.6361426,11797
Calle 82 Sur Carrera 57 LA ESTRELLA,6.1553376,-75.6405452,11798
Carrera 48 Calle 100C Sur LA ESTRELLA,6.1178947,-75.6320708,11858
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,11859
Calle 77 Sur Carrera 60 LA ESTRELLA,6.1599707,-75.6434592,11880
Calle 80 Sur Carrera 60 LA ESTRELLA,6.1580754,-75.6435169,11881
Carrera 49 Calle 100 Sur LA ESTRELLA,6.1195073,-75.6341745,11929
Calle 83C Sur Carrera 55 LA ESTRELLA,6.1515629,-75.6366658,11930
Carrera 61 Calle 82 LA ESTRELLA,6.1566162,-75.644162,12018
Carrera 50 Calle 88AA LA ESTRELLA,6.1468352,-75.6346448,12019
Carrera 50 Calle 79C Sur LA ESTRELLA,6.1529569,-75.6318012,12020
Calle 77 Sur Carrera 55 LA ESTRELLA,6.1604047,-75.6372673,12021
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,12022
Calle 77 Sur Carrera 50D LA ESTRELLA,6.1572718,-75.627051,12066
Calle 80 Sur Carrera 55 LA ESTRELLA,6.1543856,-75.6363237,12069
Carrera 54A Calle 75 Sur LA ESTRELLA,6.1642354,-75.6363075,12070
Calle 77 Sur Carrera 52D LA ESTRELLA,6.158955,-75.6292297,12076
Carrera 50 Calle 79C Sur LA ESTRELLA,6.1529569,-75.6318012,12077
Calle 80 Sur Carrera 52 LA ESTRELLA,6.1531833,-75.634519,12078
Carrera 48B Calle 99 Sur LA ESTRELLA,6.1218087,-75.6308752,12081
Carrera 62 Calle 87 Sur LA ESTRELLA,6.1528829,-75.646854,12097
Carrera 50 Calle 80 Sur LA ESTRELLA,6.1523941,-75.6336115,12098
Carrera 55 Calle 90 Sur LA ESTRELLA,6.1482394,-75.637607,12099
Carrera 54 Calle 79C Sur LA ESTRELLA,6.1545252,-75.6346593,12100
Calle 75AB Sur Carrera 52D LA ESTRELLA,6.1604689,-75.6284003,12101
Carrera 50 Calle 100B Sur LA ESTRELLA,6.1187752,-75.6344243,12102
Carrera 50 Calle 80 Sur LA ESTRELLA,6.1523941,-75.6336115,12103
Carrera 50 Calle 97A Sur LA ESTRELLA,6.1325234,-75.6335038,12118
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,12120
Carrera 50 Calle 96 Sur LA ESTRELLA,6.1349499,-75.6344472,12121
Carrera 55 Calle 80 Sur LA ESTRELLA,6.1543856,-75.6363237,12122
Carrera 50 Calle 80 Sur LA ESTRELLA,6.1523941,-75.6336115,12123
Calle 82A Sur Carrera 56B LA ESTRELLA,6.154681,-75.6391325,12124
Carrera 50 Calle 100B Sur LA ESTRELLA,6.1187752,-75.6344243,12126
Carrera 56 Calle 91 Sur LA ESTRELLA,6.1533641,-75.6388898,12127
Carrera 50 Calle 83C Sur LA ESTRELLA,6.1504236,-75.6360396,12128
Carrera 66 Calle 74 Sur LA ESTRELLA,6.1642968,-75.6509726,12134
Calle 87 Sur Carrera 55 LA ESTRELLA,6.1501338,-75.6371597,12144
Carrera 55D Calle 80 Sur LA ESTRELLA,6.1544783,-75.6369418,12146
Carrera 48 Calle 100 Sur LA ESTRELLA,6.1168976,-75.6303266,12147
Calle 100 Sur Carrera 52 LA ESTRELLA,6.1189519,-75.6360385,12564
Calle 77 Sur Carrera 54 LA ESTRELLA,6.1604655,-75.6368848,12565
Carrera 48 Calle 98 Sur LA ESTRELLA,6.1264835,-75.6288846,12566
Carrera 51 Calle 95B LA ESTRELLA,6.135659,-75.6351658,12567
Calle 80 Sur Carrera 55 LA ESTRELLA,6.1543856,-75.6363237,12568
Carrera 50 Calle 83C Sur LA ESTRELLA,6.1504236,-75.6360396,12569
Calle 75 Sur Carrera 54A LA ESTRELLA,6.1642354,-75.6363075,12570
Carrera 50 Calle 88A Sur LA ESTRELLA,6.1721663,-75.6089299,12571
Carrera 52 Calle 88 Sur LA ESTRELLA,6.1480317,-75.637358,12572
Carrera 50 Calle 97 Sur LA ESTRELLA,6.1331391,-75.6337246,12573
Carrera 54 Calle 80 Sur LA ESTRELLA,6.153988,-75.6350659,12574
Carrera 48 Calle 100 Sur LA ESTRELLA,6.1168976,-75.6303266,12575
Carrera 48 Calle 100 Sur LA ESTRELLA,6.1168976,-75.6303266,12576
Carrera 48 Calle 100 Sur LA ESTRELLA,6.1168976,-75.6303266,12577
Carrera 50 Calle 88A Sur LA ESTRELLA,6.1721663,-75.6089299,12578
Carrera 51 Calle 47D Sur LA ESTRELLA,6.1319976,-75.6360955,12579
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,12580
Carrera 59 Calle 76 Sur LA ESTRELLA,6.1615598,-75.6412969,12581
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,12582
Carrera 51 Calle 98 Sur LA ESTRELLA,6.1285236,-75.6353217,12583
Calle 81 Sur Carrera 65 LA ESTRELLA,6.1584728,-75.6467108,12584
Carrera 50 Calle 80 Sur LA ESTRELLA,6.1523941,-75.6336115,12585
Calle 83 Sur Carrera 50 LA ESTRELLA,6.1529439,-75.6316332,12586
Carrera 50 Calle 77 Sur LA ESTRELLA,6.154535,-75.626803,12587
Calle 100 Sur Carrera 48 LA ESTRELLA,6.1196971,-75.6315951,12588
Carrera 54 Calle 80 Sur LA ESTRELLA,6.153988,-75.6350659,12589
Calle 94 Sur Carrera 55 LA ESTRELLA,6.1396266,-75.638838,12590
Carrera 50 Calle 100 Sur LA ESTRELLA,6.1194097,-75.6344227,12591
Carrera 48 Calle 100 Sur LA ESTRELLA,6.1168976,-75.6303266,12732
Carrera 48 Calle 100 Sur LA ESTRELLA,6.1168976,-75.6303266,12767
Calle 90 Sur Carrera 55 LA ESTRELLA,6.1453441,-75.6369154,12804
Carrera 50 Calle 99 Sur LA ESTRELLA,6.1226138,-75.634477,12805
Carrera 60 Calle 81 Sur LA ESTRELLA,6.1571556,-75.6431767,12806
Calle 80 Sur Carrera 57B LA ESTRELLA,6.1571999,-75.6409544,12807
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,12808
Carrera 62 Calle 80 Sur LA ESTRELLA,6.1584235,-75.6444579,12809
Calle 81 Sur Carrera 60 LA ESTRELLA,6.1571556,-75.6431767,12810
Carrera 48 Calle 100 Sur LA ESTRELLA,6.1168976,-75.6303266,12811
Carrera 48 Calle 100 Sur LA ESTRELLA,6.1168976,-75.6303266,12812
Carrera 53 Calle 78 Sur LA ESTRELLA,6.1578114,-75.6322848,12813
Carrera 60 Calle 79 Sur LA ESTRELLA,6.1588296,-75.6428529,12814
Carrera 50 Calle 100 Sur LA ESTRELLA,6.1194097,-75.6344227,12921
Carrera 50 Calle 101 Sur LA ESTRELLA,6.1156037,-75.6366249,12922
Calle 76A Sur Carrera 54 LA ESTRELLA,6.160943,-75.6374136,12924
Calle 97B Sur Carrera 51 LA ESTRELLA,6.1315516,-75.6346958,12925
Carrera 50 Calle 88 Sur LA ESTRELLA,6.1481678,-75.6361426,12936
Carrera 59 Calle 81 Sur LA ESTRELLA,6.1568601,-75.6422866,12939
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,12942
Calle 100 Sur Carrera 49D LA ESTRELLA,6.1200518,-75.6337143,12944
Carrera 48 Calle 79 Sur LA ESTRELLA,6.1590607,-75.6436063,12952
Carrera 48 Calle 100 Sur LA ESTRELLA,6.1168976,-75.6303266,12969
Carrera 50 Calle 97 Sur LA ESTRELLA,6.1331391,-75.6337246,12979
Carrera 50 Calle 97B Sur LA ESTRELLA,6.1317917,-75.6334631,11724
Calle 77 Sur Carrera 53 LA ESTRELLA,6.15992,-75.6322728,11725
Calle 96B Sur Carrera 55 LA ESTRELLA,6.1338119,-75.6368833,11726
Carrera 50 Calle 96A LA ESTRELLA,6.1327778,-75.6333333,11727
Carrera 50 Calle 100B Sur LA ESTRELLA,6.1187752,-75.6344243,11731
Carrera 50 Calle 96 Sur LA ESTRELLA,6.1349499,-75.6344472,11732
Calle 100 Sur Carrera 50 LA ESTRELLA,6.1194097,-75.6344227,11741
Carrera 50 Calle 79C Sur LA ESTRELLA,6.1529569,-75.6318012,11742
Carrera 50 Calle 97B Sur LA ESTRELLA,6.1317917,-75.6334631,11757
Carrera 59 Calle 81 Sur LA ESTRELLA,6.1568601,-75.6422866,11759
Carrera 50 Calle 78 LA ESTRELLA,6.156027,-75.6287578,11766
Carrera 48 Calle 98A Sur LA ESTRELLA,6.1234898,-75.6299991,11787
Calle 77 Sur Carrera 57B LA ESTRELLA,6.1600381,-75.6401609,11815
Carrera 50 Calle 80 Sur LA ESTRELLA,6.1523941,-75.6336115,11822
Calle 100 Carrera 48 LA ESTRELLA,6.1196971,-75.6315951,11934
Carrera 58 Calle 82 LA ESTRELLA,6.1557477,-75.6418604,11936
Calle 79 Sur Carrera 62 LA ESTRELLA,6.1591474,-75.6442105,11948
Carrera 55 Calle 77 Sur LA ESTRELLA,6.1604047,-75.6372673,11949
Carrera 62 Calle 83A Sur LA ESTRELLA,6.1561168,-75.6454201,11950
Calle 94B Sur Carrera 59 LA ESTRELLA,6.136986,-75.6357358,11951
Carrera 50 Calle 97 Sur LA ESTRELLA,6.1331391,-75.6337246,11952
Carrera 55 Calle 80 Sur LA ESTRELLA,6.1543856,-75.6363237,11953
Calle 87 Sur Carrera 60 LA ESTRELLA,6.1522108,-75.645095,11954
Calle 77 Sur Carrera 52 LA ESTRELLA,6.1584484,-75.6290211,11955
Carrera 50 Calle 97A Sur LA ESTRELLA,6.1325234,-75.6335038,11956
Carrera 50 Calle 100B Sur LA ESTRELLA,6.1187752,-75.6344243,11957
Carrera 55 Calle 87 Sur LA ESTRELLA,6.1501338,-75.6371597,11958
Carrera 62 Calle 87 Sur LA ESTRELLA,6.1528829,-75.646854,11960
Carrera 50 Calle 97B Sur LA ESTRELLA,6.1317917,-75.6334631,11961
Calle 77 Sur Carrera 60 LA ESTRELLA,6.1599707,-75.6434592,11962
Calle 79B Sur Carrera 50 LA ESTRELLA,6.1534233,-75.6292428,11976
Calle 77 Sur Carrera 53 LA ESTRELLA,6.15992,-75.6322728,11994
Carrera 50 Calle 97B Sur LA ESTRELLA,6.1317917,-75.6334631,11995
Calle 100B Sur Carrera 50 LA ESTRELLA,6.1187752,-75.6344243,11996
Carrera 55 Calle 79 Sur LA ESTRELLA,6.1569697,-75.6355586,11998
Carrera 48 Calle 100 LA ESTRELLA,6.1196971,-75.6315951,11999
Carrera 55 Calle 91 Sur LA ESTRELLA,6.1442671,-75.6373179,12012
Calle 96 Sur Carrera 50 LA ESTRELLA,6.1349499,-75.6344472,12015
Calle 79C Sur Carrera 55 LA ESTRELLA,6.1550435,-75.6353358,12073
Carrera 49 Calle 100BB Sur LA ESTRELLA,6.151386,-75.6294516,12074
Calle 83 Sur Carrera 63 LA ESTRELLA,6.1537962,-75.6383414,12104
Carrera 50 Calle 79C LA ESTRELLA,6.1529569,-75.6318012,12105
Carrera 50 Calle 94B LA ESTRELLA,6.1371836,-75.6344714,12109
Carrera 48 Calle 100 LA ESTRELLA,6.1196971,-75.6315951,12110
Carrera 50 Calle 100 LA ESTRELLA,6.1194097,-75.6344227,12211
Carrera 50 Calle 100 LA ESTRELLA,6.1194097,-75.6344227,12212
Carrera 50 Calle 98 Sur LA ESTRELLA,6.1283022,-75.6327344,12214
Calle 82 Sur Carrera 60 LA ESTRELLA,6.1563292,-75.6433622,12215
Carrera 50 Calle 78 LA ESTRELLA,6.156027,-75.6287578,12216
Carrera 50 Calle 79C Sur LA ESTRELLA,6.1529569,-75.6318012,12217
Carrera 63B Calle 80 Sur LA ESTRELLA,6.1589049,-75.6459774,12220
Calle 82 Sur Carrera 59 LA ESTRELLA,6.1560332,-75.6425958,12221
Calle 83 Sur Carrera 56 LA ESTRELLA,6.1541227,-75.6394556,12292
Carrera 50 Calle 80 Sur LA ESTRELLA,6.1523941,-75.6336115,12361
Calle 90AA Sur Carrera 50AA LA ESTRELLA,6.145096,-75.6339471,12362
Carrera 48 Calle 100 Sur LA ESTRELLA,6.1168976,-75.6303266,12363
Carrera 55 Calle 79 Sur LA ESTRELLA,6.1569697,-75.6355586,12364
Calle 77CC Sur Carrera 52 LA ESTRELLA,6.1522882,-75.6357671,12365
Carrera 50 Calle 101 Sur LA ESTRELLA,6.1156037,-75.6366249,12366
Calle 98 Sur Carrera 50 LA ESTRELLA,6.1283022,-75.6327344,12367
Carrera 50 Calle 80 Sur LA ESTRELLA,6.1523941,-75.6336115,12368
Carrera 50 Calle 80 Sur LA ESTRELLA,6.1523941,-75.6336115,12369
Calle 81 Sur Carrera 66 LA ESTRELLA,6.158608,-75.656171,12375
Carrera 50 Calle 92 Sur LA ESTRELLA,6.1511449,-75.636623,12376
Carrera 54 Calle 75 Sur LA ESTRELLA,6.1629835,-75.6354762,12378
Calle 83A Sur Carrera 57 LA ESTRELLA,6.1549626,-75.6426524,12379
Carrera 50 Calle 99 Sur LA ESTRELLA,6.1226138,-75.634477,12380
Carrera 50 Calle 77 Sur LA ESTRELLA,6.154535,-75.626803,12385
Carrera 55 Calle 83C Sur LA ESTRELLA,6.1515629,-75.6366658,12386
Calle 80 Carrera 54 LA ESTRELLA,6.153988,-75.6350659,12387
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,12388
Carrera 50 Calle 92 Sur LA ESTRELLA,6.1511449,-75.636623,12389
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,12390
Calle 100 Sur Carrera 50 LA ESTRELLA,6.1194097,-75.6344227,12391
Calle 96 Carrera 50AA LA ESTRELLA,6.1345731,-75.6348827,12392
Calle 100 Sur Carrera 48 LA ESTRELLA,6.1196971,-75.6315951,12393
Carrera 50 Calle 98 Sur LA ESTRELLA,6.1283022,-75.6327344,12396
Calle 96 Sur Carrera 51 LA ESTRELLA,6.1344591,-75.6354881,12397
Carrera 55 Calle 79 Sur LA ESTRELLA,6.1569697,-75.6355586,12398
Carrera 50 Calle 100 Sur LA ESTRELLA,6.1194097,-75.6344227,12401
Calle 80 Sur Carrera 58 LA ESTRELLA,6.1573989,-75.6413764,12418
Carrera 50 Calle 79C LA ESTRELLA,6.1529569,-75.6318012,12419
Carrera 59 Calle 80 Sur LA ESTRELLA,6.1576307,-75.6419947,12420
Calle 78 Carrera 57 LA ESTRELLA,6.1589013,-75.6396399,12421
Carrera 62A Calle 74 Sur LA ESTRELLA,6.1645847,-75.6433602,12422
Carrera 50 Calle 96 Sur LA ESTRELLA,6.1349499,-75.6344472,12423
Carrera 60 Calle 87 Sur LA ESTRELLA,6.1522108,-75.645095,12424
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,12425
Calle 76 Sur Carrera 63A LA ESTRELLA,6.1610257,-75.645363,12426
Carrera 50 Calle 77 Sur LA ESTRELLA,6.154535,-75.626803,12437
Calle 96B Sur Carrera 55 LA ESTRELLA,6.1338119,-75.6368833,12453
Carrera 50 Calle 96A Sur LA ESTRELLA,6.1441505,-75.6334228,12454
Carrera 48 Calle 100 Sur LA ESTRELLA,6.1168976,-75.6303266,12455
Calle 88 Sur Carrera 56 LA ESTRELLA,6.1481051,-75.6367197,12456
Calle 77 Sur Carrera 55 LA ESTRELLA,6.1604047,-75.6372673,12457
Calle 77 Carrera 59A LA ESTRELLA,6.159589,-75.6417035,12458
Calle 74 Sur Carrera 57 LA ESTRELLA,6.1644697,-75.6429633,12475
Carrera 57 Calle 80 Sur LA ESTRELLA,6.1568232,-75.6401421,12476
Carrera 50 Calle 80 Sur LA ESTRELLA,6.1523941,-75.6336115,12477
Carrera 50 Calle 100B Sur LA ESTRELLA,6.1187752,-75.6344243,12478
Carrera 50 Calle 78 Sur LA ESTRELLA,6.156027,-75.6287578,12479
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,12480
Calle 87 Carrera 62 LA ESTRELLA,6.1528829,-75.646854,12481
Calle 100 Sur Carrera 47 LA ESTRELLA,6.1198157,-75.6306114,12511
Calle 100 Sur Carrera 49 LA ESTRELLA,6.1195073,-75.6341745,12512
Carrera 50 Calle 96 LA ESTRELLA,6.1349499,-75.6344472,12160
Carrera 59 Calle 76 Sur LA ESTRELLA,6.1615598,-75.6412969,12166
Carrera 57 Calle 77 Sur LA ESTRELLA,6.1600369,-75.6395242,12167
Calle 50 Carrera 100 Sur LA ESTRELLA,6.1199222,-75.6361257,12168
Calle 77 Sur Carrera 54 LA ESTRELLA,6.1604655,-75.6368848,12169
Carrera 50 Calle 77D Sur LA ESTRELLA,6.1721663,-75.6089299,12176
Calle 77 Sur Carrera 50A LA ESTRELLA,6.1578904,-75.6260911,12177
Carrera 50 Calle 100B Sur LA ESTRELLA,6.1187752,-75.6344243,12178
Carrera 54 Calle 75AB LA ESTRELLA,6.1603025,-75.6361914,12179
Carrera 50 Calle 48 LA ESTRELLA,6.1441505,-75.6334228,12180
Calle 80 Sur Carrera 50 LA ESTRELLA,6.1523941,-75.6336115,12181
Carrera 50 Calle 91 Sur LA ESTRELLA,6.1441505,-75.6334228,12225
Carrera 50 Calle 98 Sur LA ESTRELLA,6.1283022,-75.6327344,12229
Carrera 50 Calle 99 Sur LA ESTRELLA,6.1226138,-75.634477,12230
Carrera 50 Calle 80 Sur LA ESTRELLA,6.1523941,-75.6336115,12231
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,12232
Calle 77 Sur Carrera 52 LA ESTRELLA,6.1584484,-75.6290211,12233
Calle 77 Sur Carrera 52D LA ESTRELLA,6.158955,-75.6292297,12234
Carrera 50 Calle 79C Sur LA ESTRELLA,6.1529569,-75.6318012,12235
Carrera 48 Calle 100 Sur LA ESTRELLA,6.1168976,-75.6303266,12236
Carrera 48 Calle 100 Sur LA ESTRELLA,6.1168976,-75.6303266,12237
Carrera 66D Calle 73 Sur LA ESTRELLA,6.1662336,-75.6498041,12238
Carrera 57 Calle 78 Sur LA ESTRELLA,6.1589013,-75.6396399,12239
Carrera 54 Calle 76 Sur LA ESTRELLA,6.1557596,-75.6341108,12240
Calle 82 Sur Carrera 55 LA ESTRELLA,6.154834,-75.6381454,12257
Calle 96B Sur Carrera 55 LA ESTRELLA,6.1338119,-75.6368833,12258
Carrera 50 Calle 96 Sur LA ESTRELLA,6.1349499,-75.6344472,12259
Carrera 55 Calle 83C Sur LA ESTRELLA,6.1515629,-75.6366658,12260
Carrera 66 Calle 81 Sur LA ESTRELLA,6.1588518,-75.6517426,12261
Carrera 48 Calle 100 Sur LA ESTRELLA,6.1168976,-75.6303266,12262
Calle 80 Sur Carrera 50 LA ESTRELLA,6.1523941,-75.6336115,12263
Carrera 50 Calle 80 Sur LA ESTRELLA,6.1523941,-75.6336115,12312
Calle 87 Sur Carrera 65B LA ESTRELLA,6.15348,-75.6493469,12313
Carrera 56D Calle 76 Sur LA ESTRELLA,6.1614479,-75.6387596,12315
Carrera 55 Calle 87 Sur LA ESTRELLA,6.1501338,-75.6371597,12316
Carrera 48D Calle 100 Sur LA ESTRELLA,6.1193377,-75.6320581,12317
Calle 100B Sur Carrera 50 LA ESTRELLA,6.1187752,-75.6344243,12318
Carrera 53 Calle 77 Sur LA ESTRELLA,6.15992,-75.6322728,12319
Calle 100 Sur Carrera 49D LA ESTRELLA,6.1200518,-75.6337143,12324
Calle 77 Sur Carrera 49 LA ESTRELLA,6.1572844,-75.6269373,12325
Calle 73 Sur Carrera 64 LA ESTRELLA,6.1673986,-75.6524252,12326
Carrera 50 Calle 100B Sur LA ESTRELLA,6.1187752,-75.6344243,12331
Carrera 55 Calle 88 Sur LA ESTRELLA,6.1482394,-75.637607,12332
Carrera 50 Calle 80 Sur LA ESTRELLA,6.1523941,-75.6336115,12333
Calle 75B Sur Carrera 54B LA ESTRELLA,6.1614821,-75.6368509,12335
Calle 82 Carrera 55G LA ESTRELLA,6.154834,-75.6381454,12400
Carrera 50 Calle 88 Sur LA ESTRELLA,6.1481678,-75.6361426,12403
Carrera 50A Calle 77 Sur LA ESTRELLA,6.1578904,-75.6260911,12404
Calle 89 Sur Carrera 49 LA ESTRELLA,6.1464381,-75.6334031,12405
Carrera 55 Calle 79 Sur LA ESTRELLA,6.1569697,-75.6355586,12406
Calle 100 Sur Carrera 49D LA ESTRELLA,6.1200518,-75.6337143,12407
Carrera 50 Calle 79C Sur LA ESTRELLA,6.1529569,-75.6318012,12408
Carrera 50 Calle 96 Sur LA ESTRELLA,6.1349499,-75.6344472,12946
Calle 79 Sur Carrera 57B LA ESTRELLA,6.1579517,-75.6406234,12950
Carrera 50 Calle 100D Sur LA ESTRELLA,6.117579,-75.6324342,12967
Carrera 48 Calle 100 Sur LA ESTRELLA,6.1168976,-75.6303266,12968
Carrera 48 Calle 100 Sur LA ESTRELLA,6.1168976,-75.6303266,12970
Calle 80 Sur Carrera 50 LA ESTRELLA,6.1523941,-75.6336115,12971
Carrera 50 Calle 91 Sur LA ESTRELLA,6.1441505,-75.6334228,12972
Carrera 48 Calle 100 Sur LA ESTRELLA,6.1168976,-75.6303266,12973
Carrera 48 Calle 98 Sur LA ESTRELLA,6.1264835,-75.6288846,12974
Calle 77 Carrera 50A LA ESTRELLA,6.1578904,-75.6260911,12975
Calle 77 Sur Carrera 59 LA ESTRELLA,6.1596727,-75.6413438,12976
Carrera 54 Calle 75AA Sur LA ESTRELLA,6.1629835,-75.6354762,12977
Calle 80 Sur Carrera 55 LA ESTRELLA,6.1543856,-75.6363237,12978
Calle 82 Sur Carrera 58 LA ESTRELLA,6.1557477,-75.6418604,12980
Carrera 55 Calle 87 Sur LA ESTRELLA,6.1501338,-75.6371597,12981
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,13000
Carrera 50 Calle 92 Sur LA ESTRELLA,6.1511449,-75.636623,13001
Calle 77 Carrera 54 LA ESTRELLA,6.1604655,-75.6368848,13002
Carrera 48 Calle 100 Sur LA ESTRELLA,6.1168976,-75.6303266,13017
Calle 95B Sur Carrera 55 LA ESTRELLA,6.1357043,-75.6353471,13029
Calle 79 Sur Carrera 55 LA ESTRELLA,6.1569697,-75.6355586,13030
Carrera 50 Calle 82 Sur LA ESTRELLA,6.1523898,-75.6335746,13031
Calle 77 Sur Carrera 49 LA ESTRELLA,6.1572844,-75.6269373,13032
Carrera 63B Calle 73 Sur LA ESTRELLA,6.1654553,-75.646685,13033
Carrera 50 Calle 100B Sur LA ESTRELLA,6.1187752,-75.6344243,13034
Carrera 50 Calle 100D LA ESTRELLA,6.117579,-75.6324342,13035
Carrera 48 Calle 98A LA ESTRELLA,6.1234898,-75.6299991,13036
Carrera 55 Calle 82A Sur LA ESTRELLA,6.154837,-75.635219,13037
Calle 76 Sur Carrera 60 LA ESTRELLA,6.1609017,-75.6425509,13054
