Direcciones,Latitud,Longitud,Nro Radicado
Carrera 48 Calle 101 Sur LA ESTRELLA,6.1164501,-75.632955,8029
Carrera 50 Calle 96 Sur LA ESTRELLA,6.1349499,-75.6344472,8031
Carrera 55 Calle 77 Sur LA ESTRELLA,6.1604047,-75.6372673,8032
Carrera 48 Calle 97 Sur LA ESTRELLA,6.1168976,-75.6303266,8033
Carrera 60 Calle 80 Sur LA ESTRELLA,6.15789,-75.6430285,8034
Carrera 50 Calle 78 Sur LA ESTRELLA,6.156027,-75.6287578,8076
Carrera 50 Calle 80 Sur LA ESTRELLA,6.1523941,-75.6336115,8077
Carrera 52 Calle 77 Sur LA ESTRELLA,6.1584484,-75.6290211,8078
Carrera 48 Calle 100 Sur LA ESTRELLA,6.1168976,-75.6303266,8079
Calle 80 Sur Carrera 58 LA ESTRELLA,6.1573989,-75.6413764,8080
Carrera 50 Calle 98A Sur LA ESTRELLA,6.1721663,-75.6089299,8081
Carrera 62A Calle 75 Sur LA ESTRELLA,6.1631696,-75.6440751,8082
Carrera 50 Calle 98 Sur LA ESTRELLA,6.1283022,-75.6327344,7536
Calle 78 Sur Carrera 57 LA ESTRELLA,6.1589013,-75.6396399,7537
Calle 83C Sur Carrera 55 LA ESTRELLA,6.1515629,-75.6366658,7538
Carrera 48 Calle 98 Sur LA ESTRELLA,6.1264835,-75.6288846,7539
Carrera 48 Calle 98A Sur LA ESTRELLA,6.1234898,-75.6299991,7563
Carrera 50 Calle 89 Sur LA ESTRELLA,6.145127,-75.6335377,7588
Carrera 48 Calle 100C Sur LA ESTRELLA,6.1178947,-75.6320708,7589
Carrera 50 Calle 77 Sur LA ESTRELLA,6.154535,-75.626803,7590
Carrera 68 Calle 81 Sur LA ESTRELLA,6.1672823,-75.6481775,7591
Carrera 56 Calle 79BB Sur LA ESTRELLA,6.1614913,-75.6378378,7592
Carrera 50 Calle 77 Sur LA ESTRELLA,6.154535,-75.626803,7593
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,7594
Carrera 50 Calle 96 Sur LA ESTRELLA,6.1349499,-75.6344472,7595
Carrera 54 Calle 80 Sur LA ESTRELLA,6.153988,-75.6350659,7596
Carrera 50 Calle 99 Sur LA ESTRELLA,6.1226138,-75.634477,7597
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,7598
Calle 80 Sur Carrera 55 LA ESTRELLA,6.1543856,-75.6363237,7599
Carrera 48 Calle 99 Sur LA ESTRELLA,6.121111,-75.6314475,7600
Carrera 53 Calle 79 Sur LA ESTRELLA,6.1566933,-75.6325021,7691
Carrera 55 Calle 80 Sur LA ESTRELLA,6.1543856,-75.6363237,7692
Carrera 56 Calle 82 Sur LA ESTRELLA,6.1547249,-75.6384867,7693
Carrera 48 Calle 97 Sur LA ESTRELLA,6.1168976,-75.6303266,7694
Calle 74 Sur Carrera 57 LA ESTRELLA,6.1644697,-75.6429633,7697
Calle 77 Sur Carrera 53 LA ESTRELLA,6.15992,-75.6322728,7698
Carrera 54 Calle 80 Sur LA ESTRELLA,6.153988,-75.6350659,7699
Carrera 55 Calle 82A Sur LA ESTRELLA,6.154837,-75.635219,7700
Carrera 54 Calle 75A Sur LA ESTRELLA,6.1557596,-75.6341108,7701
Carrera 48 Calle 96 Sur LA ESTRELLA,6.121111,-75.6314475,7702
Carrera 48 Calle 100B Sur LA ESTRELLA,6.1186355,-75.6288128,7703
Carrera 48 Calle 101 Sur LA ESTRELLA,6.1164501,-75.632955,7704
Calle 77 Sur Carrera 59 LA ESTRELLA,6.1596727,-75.6413438,7746
Carrera 59B Calle 77 Sur LA ESTRELLA,6.1595338,-75.6421407,7747
Calle 79 Sur Carrera 59 LA ESTRELLA,6.1584664,-75.6417332,7786
Carrera 54 Calle 75AA Sur LA ESTRELLA,6.1629835,-75.6354762,8250
Calle 87 Sur Carrera 65A LA ESTRELLA,6.1534619,-75.6489024,8251
Carrera 61 Calle 80 Sur LA ESTRELLA,6.158204,-75.6435854,8252
Carrera 48 Calle 101 Sur LA ESTRELLA,6.1164501,-75.632955,8253
Carrera 56 Calle 76B Sur LA ESTRELLA,6.1533641,-75.6388898,8254
Carrera 50 Calle 78 Sur LA ESTRELLA,6.156027,-75.6287578,8255
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,8256
Carrera 50 Calle 100B Sur LA ESTRELLA,6.1187752,-75.6344243,8257
Carrera 50 Calle 89 Sur LA ESTRELLA,6.145127,-75.6335377,8258
Carrera 52A Calle 79 Sur LA ESTRELLA,6.1563393,-75.6312873,8259
Calle 77 Sur Carrera 59B LA ESTRELLA,6.1595338,-75.6421407,8260
Calle 77 Sur Carrera 52 LA ESTRELLA,6.1584484,-75.6290211,8261
Carrera 55 Calle 79B Sur LA ESTRELLA,6.1558023,-75.6352976,8262
Carrera 50 Calle 83C Sur LA ESTRELLA,6.1504236,-75.6360396,8263
Calle 46B Sur Carrera 50 LA ESTRELLA,6.1175741,-75.6350794,8264
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,8265
Carrera 62A Calle 75AB Sur LA ESTRELLA,6.1631083,-75.6439745,8266
Carrera 50 Calle 96 Sur LA ESTRELLA,6.1349499,-75.6344472,8267
Carrera 50 Calle 77 Sur LA ESTRELLA,6.154535,-75.626803,7819
Carrera 48 Calle 79 Sur LA ESTRELLA,6.1590607,-75.6436063,7820
Carrera 59 Calle 82 Sur LA ESTRELLA,6.1560332,-75.6425958,7821
Carrera 50 Calle 79B Sur LA ESTRELLA,6.1534233,-75.6292428,7822
Carrera 58 Calle 82 Sur LA ESTRELLA,6.1557477,-75.6418604,7823
Carrera 54 Calle 80 Sur LA ESTRELLA,6.153988,-75.6350659,7824
Carrera 50 Calle 79C Sur LA ESTRELLA,6.1529569,-75.6318012,7825
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,7826
Carrera 56E Calle 77 Sur LA ESTRELLA,6.1600523,-75.6392025,7827
Carrera 50 Calle 88 Sur LA ESTRELLA,6.1481678,-75.6361426,7840
Carrera 50 Calle 97B Sur LA ESTRELLA,6.1317917,-75.6334631,7841
Carrera 48 Calle 101 Sur LA ESTRELLA,6.1164501,-75.632955,7855
Carrera 53 Calle 79 Sur LA ESTRELLA,6.1566933,-75.6325021,7856
Calle 77 Sur Carrera 52 LA ESTRELLA,6.1584484,-75.6290211,7857
Carrera 55 Calle 94 Sur LA ESTRELLA,6.1396266,-75.638838,7858
Carrera 50 Calle 98A Sur LA ESTRELLA,6.1511449,-75.636623,7859
Carrera 50 Calle 88 Sur LA ESTRELLA,6.1481678,-75.6361426,7860
Carrera 59 Calle 77 Sur LA ESTRELLA,6.1596727,-75.6413438,7861
Carrera 50 Calle 80 Sur LA ESTRELLA,6.1523941,-75.6336115,7862
Carrera 50 Calle 100D Sur LA ESTRELLA,6.117579,-75.6324342,7863
Carrera 50 Calle 80 Sur LA ESTRELLA,6.1523941,-75.6336115,7864
Carrera 48 Calle 100 Sur LA ESTRELLA,6.1168976,-75.6303266,7865
Carrera 48A Calle 100 Sur LA ESTRELLA,6.1196971,-75.6315951,7866
Carrera 55 Calle 95B Sur LA ESTRELLA,6.154837,-75.635219,7867
Carrera 57A Calle 82 Sur LA ESTRELLA,6.1555026,-75.6411159,7868
Carrera 62A Calle 76 Sur LA ESTRELLA,6.1613001,-75.644262,7869
Carrera 64 Calle 77 Sur LA ESTRELLA,6.1602185,-75.6461322,7870
Carrera 55 Calle 79C Sur LA ESTRELLA,6.1550435,-75.6353358,7924
Carrera 50 Calle 100 Sur LA ESTRELLA,6.1194097,-75.6344227,7925
Calle 73 Sur Carrera 64 LA ESTRELLA,6.1673986,-75.6524252,7939
Carrera 61 Calle 78 Sur LA ESTRELLA,6.158547,-75.6397965,7943
Carrera 60 Calle 87 Sur LA ESTRELLA,6.1522108,-75.645095,7944
Calle 81 Sur Carrera 62 LA ESTRELLA,6.1576337,-75.6446892,7945
Carrera 50 Calle 100 Sur LA ESTRELLA,6.1194097,-75.6344227,7946
Carrera 50 Calle 99 Sur LA ESTRELLA,6.1226138,-75.634477,7947
Calle 80 Sur Carrera 50 LA ESTRELLA,6.1523941,-75.6336115,7291
Carrera 50 Calle 90 Sur LA ESTRELLA,6.1721663,-75.6089299,7292
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,7382
Carrera 50 Calle 96 Sur LA ESTRELLA,6.1349499,-75.6344472,7383
Carrera 48 Calle 98A Sur LA ESTRELLA,6.1234898,-75.6299991,7384
Carrera 60 Calle 83 Sur LA ESTRELLA,6.160091,-75.642697,7385
Carrera 50 Calle 100B Sur LA ESTRELLA,6.1187752,-75.6344243,7386
Calle 78 Sur Carrera 52 LA ESTRELLA,6.158547,-75.6397965,7387
Carrera 50 Calle 95 Sur LA ESTRELLA,6.1366177,-75.6342835,7388
Calle 87 Sur Carrera 56 LA ESTRELLA,6.1526853,-75.6520852,7580
Carrera 50 Calle 77 Sur LA ESTRELLA,6.154535,-75.626803,7581
Calle 77 Sur Carrera 59 LA ESTRELLA,6.1596727,-75.6413438,7582
Carrera 50 Calle 96 Sur LA ESTRELLA,6.1349499,-75.6344472,7583
Calle 74 Sur Carrera 66 LA ESTRELLA,6.1645847,-75.6433602,7584
Carrera 55 Calle 50 Sur LA ESTRELLA,6.1482394,-75.637607,7585
Calle 81 Sur Carrera 60 LA ESTRELLA,6.1571556,-75.6431767,7586
Carrera 51 Calle 95 Sur LA ESTRELLA,6.1361681,-75.6350609,7587
Carrera 48 Calle 98A Sur LA ESTRELLA,6.1234898,-75.6299991,7604
Carrera 50 Calle 79C Sur LA ESTRELLA,6.1529569,-75.6318012,7605
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,7643
Carrera 66 Calle 74 Sur LA ESTRELLA,6.1642968,-75.6509726,7812
Carrera 48 Calle 98A Sur LA ESTRELLA,6.1234898,-75.6299991,7813
Carrera 50 Calle 93B Sur LA ESTRELLA,6.1194902,-75.6344897,6982
Carrera 49D Calle 99 Sur LA ESTRELLA,6.1219988,-75.633747,6983
Carrera 50 Calle 98 Sur LA ESTRELLA,6.1283022,-75.6327344,6984
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,6985
Carrera 48 Calle 101 Sur LA ESTRELLA,6.1164501,-75.632955,6986
Carrera 48 Calle 98 Sur LA ESTRELLA,6.1264835,-75.6288846,6987
Calle 77 Sur Carrera 60 LA ESTRELLA,6.1599707,-75.6434592,6988
Calle 95A Sur Carrera 56 LA ESTRELLA,6.1362081,-75.6346977,6989
Calle 75AA Sur Carrera 60 LA ESTRELLA,6.1628923,-75.6402152,6990
Carrera 54 Calle 79BB Sur LA ESTRELLA,6.1543067,-75.6332955,7225
Carrera 59 Calle 79 Sur LA ESTRELLA,6.1584664,-75.6417332,7226
Calle 82 Sur Carrera 56G LA ESTRELLA,6.1551789,-75.6402431,7227
Carrera 50 Calle 100D Sur LA ESTRELLA,6.117579,-75.6324342,7228
Calle 75A Sur Carrera 54 LA ESTRELLA,6.1650761,-75.6297561,7229
Carrera 60 Calle 87 Sur LA ESTRELLA,6.1522108,-75.645095,7230
Carrera 50 Calle 80 Sur LA ESTRELLA,6.1523941,-75.6336115,7315
Carrera 50 Calle 100B Sur LA ESTRELLA,6.1187752,-75.6344243,7316
Carrera 50 Calle 92 Sur LA ESTRELLA,6.1511449,-75.636623,7461
Calle 94 Sur Carrera 55 LA ESTRELLA,6.1396266,-75.638838,7462
Carrera 60 Calle 78 Sur LA ESTRELLA,6.158547,-75.6397965,7463
Carrera 50 Calle 92 Sur LA ESTRELLA,6.1511449,-75.636623,7464
Carrera 50 Calle 94 Sur LA ESTRELLA,6.145127,-75.6335377,7465
Carrera 60 Calle 87 Sur LA ESTRELLA,6.1522108,-75.645095,7466
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,7467
Carrera 50 Calle 100 Sur LA ESTRELLA,6.1194097,-75.6344227,7468
Carrera 50 Calle 96A Sur LA ESTRELLA,6.1441505,-75.6334228,7469
Carrera 62A Calle 74 Sur LA ESTRELLA,6.1645847,-75.6433602,7470
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,7509
Carrera 50 Calle 96A Sur LA ESTRELLA,6.1441505,-75.6334228,7783
Carrera 50 Calle 80 Sur LA ESTRELLA,6.1523941,-75.6336115,7784
Carrera 62A Calle 74 Sur LA ESTRELLA,6.1645847,-75.6433602,6992
Carrera 55 Calle 79C Sur LA ESTRELLA,6.1550435,-75.6353358,6993
Carrera 50 Calle 80 Sur LA ESTRELLA,6.1523941,-75.6336115,6994
Calle 80 Sur Carrera 55 LA ESTRELLA,6.1543856,-75.6363237,6995
Carrera 50 Calle 79C Sur LA ESTRELLA,6.1529569,-75.6318012,6996
Carrera 50 Calle 80 Sur LA ESTRELLA,6.1523941,-75.6336115,6997
Carrera 48 Calle 97 Sur LA ESTRELLA,6.1168976,-75.6303266,6998
Calle 75AA Sur Carrera 53 LA ESTRELLA,6.1629931,-75.6333841,6999
Carrera 48 Calle 100 Sur LA ESTRELLA,6.1168976,-75.6303266,7000
Carrera 61 Calle 80 Sur LA ESTRELLA,6.158204,-75.6435854,7001
Carrera 50 Calle 79B Sur LA ESTRELLA,6.1549716,-75.6301421,7002
Carrera 50 Calle 79C Sur LA ESTRELLA,6.1529569,-75.6318012,7003
Carrera 50 Calle 79C Sur LA ESTRELLA,6.1529569,-75.6318012,7004
Carrera 55 Calle 77 Sur LA ESTRELLA,6.1604047,-75.6372673,7006
Calle 87 Sur Carrera 60 LA ESTRELLA,6.1522108,-75.645095,7007
Carrera 50 Calle 96 Sur LA ESTRELLA,6.1349499,-75.6344472,7008
Carrera 59 Calle 76 Sur LA ESTRELLA,6.1615598,-75.6412969,7009
Carrera 50 Calle 99 Sur LA ESTRELLA,6.1226138,-75.634477,7010
Calle 80 Sur Carrera 60 LA ESTRELLA,6.1580754,-75.6435169,7011
Carrera 50 Calle 83 Sur LA ESTRELLA,6.1529439,-75.6316332,7099
Carrera 50 Calle 97 Sur LA ESTRELLA,6.1331391,-75.6337246,7100
Calle 100B Sur Carrera 48 LA ESTRELLA,6.1186355,-75.6288128,6650
Carrera 50 Calle 77 Sur LA ESTRELLA,6.154535,-75.626803,6651
Carrera 59 Calle 77 Sur LA ESTRELLA,6.1596727,-75.6413438,6653
Calle 75 Sur Carrera 62 LA ESTRELLA,6.1651475,-75.6328584,6654
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,6655
Carrera 55 Calle 77 Sur LA ESTRELLA,6.1604047,-75.6372673,6656
Carrera 62A Calle 74 Sur LA ESTRELLA,6.1645847,-75.6433602,6657
Carrera 50 Calle 89 Sur LA ESTRELLA,6.145127,-75.6335377,7121
Carrera 62A Calle 75B Sur LA ESTRELLA,6.1621156,-75.6442502,7122
Carrera 50 Calle 98 Sur LA ESTRELLA,6.1283022,-75.6327344,7123
Carrera 50 Calle 88 Sur LA ESTRELLA,6.1481678,-75.6361426,7124
Carrera 62A Calle 75AA Sur LA ESTRELLA,6.1624034,-75.6442517,7125
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,7126
Carrera 50 Calle 97B Sur LA ESTRELLA,6.1317917,-75.6334631,7127
Calle 74 Sur Carrera 57 LA ESTRELLA,6.1644697,-75.6429633,7128
Carrera 48 Calle 98A Sur LA ESTRELLA,6.1234898,-75.6299991,7129
Carrera 54 Calle 75AB Sur LA ESTRELLA,6.1557596,-75.6341108,7141
Carrera 50 Calle 96A Sur LA ESTRELLA,6.1441505,-75.6334228,7142
Calle 77 Sur Carrera 48 LA ESTRELLA,6.1572844,-75.6269373,7143
Carrera 50 Calle 79C Sur LA ESTRELLA,6.1529569,-75.6318012,7163
Carrera 48 Calle 98A Sur LA ESTRELLA,6.1234898,-75.6299991,7164
Calle 83 Sur Carrera 59 LA ESTRELLA,6.1537962,-75.6383414,7165
Calle 77 Sur Carrera 60 LA ESTRELLA,6.1599707,-75.6434592,7166
Calle 78 Sur Carrera 52A LA ESTRELLA,6.158547,-75.6397965,7167
Carrera 50 Calle 100D Sur LA ESTRELLA,6.117579,-75.6324342,7168
Carrera 50 Calle 97C Sur LA ESTRELLA,6.1194902,-75.6344897,7169
Carrera 54 Calle 75AA Sur LA ESTRELLA,6.1629835,-75.6354762,7170
Calle 79C Sur Carrera 54 LA ESTRELLA,6.1545252,-75.6346593,7171
Carrera 50 Calle 77 Sur LA ESTRELLA,6.154535,-75.626803,7196
Carrera 50 Calle 79C Sur LA ESTRELLA,6.1529569,-75.6318012,7197
Calle 87 Sur Carrera 59 LA ESTRELLA,6.1526853,-75.6520852,7198
Carrera 50 Calle 98 Sur LA ESTRELLA,6.1283022,-75.6327344,7787
Carrera 55 Calle 87 Sur LA ESTRELLA,6.1501338,-75.6371597,7788
Carrera 55 Calle 80 Sur LA ESTRELLA,6.1543856,-75.6363237,7789
Carrera 48 Calle 98 Sur LA ESTRELLA,6.1264835,-75.6288846,7790
Calle 77 Sur Carrera 55 LA ESTRELLA,6.1604047,-75.6372673,7791
Calle 95 Sur Carrera 51 LA ESTRELLA,6.13702,-75.6383099,7792
Carrera 63 Calle 83 Sur LA ESTRELLA,6.1589111,-75.6449323,7793
Carrera 52 Calle 82 Sur LA ESTRELLA,6.1554614,-75.6312537,7794
Carrera 48 Calle 98A Sur LA ESTRELLA,6.1234898,-75.6299991,7795
Carrera 55 Calle 77 Sur LA ESTRELLA,6.1604047,-75.6372673,7846
Carrera 50 Calle 100B Sur LA ESTRELLA,6.1187752,-75.6344243,7847
Carrera 50 Calle 92 Sur LA ESTRELLA,6.1511449,-75.636623,7876
Carrera 60 Calle 81 Sur LA ESTRELLA,6.1571556,-75.6431767,7877
Calle 81 Sur Carrera 66 LA ESTRELLA,6.158608,-75.656171,7878
Calle 100 Sur Carrera 49B LA ESTRELLA,6.1195073,-75.6341745,7886
Calle 77 Sur Carrera 56 LA ESTRELLA,6.1600553,-75.6386552,7890
Carrera 50 Calle 88A Sur LA ESTRELLA,6.1721663,-75.6089299,7891
Carrera 50 Calle 95 Sur LA ESTRELLA,6.1366177,-75.6342835,7892
Carrera 48 Calle 98A Sur LA ESTRELLA,6.1234898,-75.6299991,7893
Calle 87 Sur Carrera 65A LA ESTRELLA,6.1534619,-75.6489024,7894
Carrera 50 Calle 92B Sur LA ESTRELLA,6.1399901,-75.6336163,7726
Carrera 57 Calle 80 Sur LA ESTRELLA,6.1568232,-75.6401421,7727
Carrera 50 Calle 77 Sur LA ESTRELLA,6.154535,-75.626803,7748
Carrera 63 Calle 79 Sur LA ESTRELLA,6.1592998,-75.6448322,7749
Carrera 50 Calle 79C Sur LA ESTRELLA,6.1529569,-75.6318012,7750
Calle 74 Sur Carrera 54 LA ESTRELLA,6.1645847,-75.6433602,7751
Carrera 55 Calle 88 Sur LA ESTRELLA,6.1482394,-75.637607,7752
Carrera 48 Calle 98A Sur LA ESTRELLA,6.1234898,-75.6299991,7796
Carrera 60 Calle 79 Sur LA ESTRELLA,6.1588296,-75.6428529,7797
Carrera 50 Calle 80 Sur LA ESTRELLA,6.1523941,-75.6336115,7798
Carrera 48 Calle 98A Sur LA ESTRELLA,6.1234898,-75.6299991,7799
Carrera 50 Calle 98A Sur LA ESTRELLA,6.1511449,-75.636623,7800
Carrera 55 Calle 77 Sur LA ESTRELLA,6.1604047,-75.6372673,7801
Carrera 50 Calle 79B Sur LA ESTRELLA,6.1549716,-75.6301421,7802
Carrera 62 Calle 74 Sur LA ESTRELLA,6.1645965,-75.6447366,7828
Calle 77 Sur Carrera 59 LA ESTRELLA,6.1596727,-75.6413438,7829
Calle 74 Sur Carrera 57 LA ESTRELLA,6.1644697,-75.6429633,7830
Carrera 61 Calle 73 Sur LA ESTRELLA,6.1570459,-75.643957,7831
Calle 77 Sur Carrera 57 LA ESTRELLA,6.1600369,-75.6395242,7832
Carrera 50 Calle 96 Sur LA ESTRELLA,6.1349499,-75.6344472,7833
Carrera 57 Calle 77 Sur LA ESTRELLA,6.1600369,-75.6395242,7834
Carrera 50 Calle 77 Sur LA ESTRELLA,6.154535,-75.626803,7835
Carrera 55 Calle 80 Sur LA ESTRELLA,6.1543856,-75.6363237,7836
Carrera 60 Calle 76C Sur LA ESTRELLA,6.160091,-75.642697,7837
Carrera 48 Calle 100 Sur LA ESTRELLA,6.1168976,-75.6303266,7838
Calle 77 Sur Carrera 59 LA ESTRELLA,6.1596727,-75.6413438,7839
Carrera 50 Calle 97B Sur LA ESTRELLA,6.1317917,-75.6334631,7879
Calle 96 Sur Carrera 50 LA ESTRELLA,6.1349499,-75.6344472,7880
Carrera 50 Calle 80 Sur LA ESTRELLA,6.1523941,-75.6336115,7881
Carrera 50 Calle 80 Sur LA ESTRELLA,6.1523941,-75.6336115,7882
Carrera 50 Calle 101 Sur LA ESTRELLA,6.1156037,-75.6366249,7883
Carrera 55 Calle 87 Sur LA ESTRELLA,6.1501338,-75.6371597,7884
Carrera 55 Calle 80 Sur LA ESTRELLA,6.1543856,-75.6363237,7948
Carrera 48 Calle 100D Sur LA ESTRELLA,6.1174266,-75.6322466,7949
Carrera 50D Calle 77 Sur LA ESTRELLA,6.1572718,-75.627051,7954
Carrera 54 Calle 77 Sur LA ESTRELLA,6.1604655,-75.6368848,7955
Calle 79 Sur Carrera 54B LA ESTRELLA,6.1569043,-75.6349384,7961
Carrera 50 Calle 90 Sur LA ESTRELLA,6.1721663,-75.6089299,7962
Calle 83 Sur Carrera 60 LA ESTRELLA,6.1537962,-75.6383414,7963
Carrera 50 Calle 96 Sur LA ESTRELLA,6.1349499,-75.6344472,7964
Carrera 50 Calle 92 Sur LA ESTRELLA,6.1511449,-75.636623,7965
Calle 83A Sur Carrera 59 LA ESTRELLA,6.1552821,-75.6428412,7966
Calle 80 Sur Carrera 62 LA ESTRELLA,6.1584235,-75.6444579,7967
Calle 80 Sur Carrera 57 LA ESTRELLA,6.1568232,-75.6401421,7976
Calle 87 Sur Carrera 60 LA ESTRELLA,6.1522108,-75.645095,7977
Calle 82 Sur Carrera 56D LA ESTRELLA,6.1553149,-75.6402707,7978
Carrera 63 Calle 86 Sur LA ESTRELLA,6.15384,-75.6469285,7979
Carrera 50 Calle 101 Sur LA ESTRELLA,6.1156037,-75.6366249,7980
Calle 76 Sur Carrera 62 LA ESTRELLA,6.161012,-75.646198,7981
Calle 80 Sur Carrera 55 LA ESTRELLA,6.1543856,-75.6363237,8558
Carrera 54 Calle 75AA Sur LA ESTRELLA,6.1629835,-75.6354762,8571
Calle 87 Sur Carrera 55 LA ESTRELLA,6.1501338,-75.6371597,8574
Carrera 63 Calle 87 Sur LA ESTRELLA,6.1526853,-75.6520852,8575
Carrera 48 Calle 101 Sur LA ESTRELLA,6.1164501,-75.632955,8576
Calle 78 Sur Carrera 52 LA ESTRELLA,6.158547,-75.6397965,8591
Carrera 48 Calle 98 Sur LA ESTRELLA,6.1264835,-75.6288846,8592
Calle 80 Sur Carrera 50A LA ESTRELLA,6.1523423,-75.633704,8593
Carrera 50 Calle 99 Sur LA ESTRELLA,6.1226138,-75.634477,8594
Calle 87 Sur Carrera 55 LA ESTRELLA,6.1501338,-75.6371597,8595
Carrera 56 Calle 83 Sur LA ESTRELLA,6.1541227,-75.6394556,8748
Carrera 48 Calle 98 Sur LA ESTRELLA,6.1264835,-75.6288846,8749
Carrera 48 Calle 100 Sur LA ESTRELLA,6.1168976,-75.6303266,8750
Carrera 62A Calle 74 Sur LA ESTRELLA,6.1645847,-75.6433602,8758
Carrera 55 Calle 83C Sur LA ESTRELLA,6.1515629,-75.6366658,8759
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,8767
Carrera 50 Calle 89 Sur LA ESTRELLA,6.145127,-75.6335377,8768
Carrera 66 Calle 74 Sur LA ESTRELLA,6.1642968,-75.6509726,8769
Carrera 50 Calle 91 Sur LA ESTRELLA,6.1441505,-75.6334228,8770
Calle 77 Sur Carrera 55 LA ESTRELLA,6.1604047,-75.6372673,8781
Carrera 55 Calle 82A Sur LA ESTRELLA,6.154837,-75.635219,8782
Calle 88AA Sur Carrera 50 LA ESTRELLA,6.1468352,-75.6346448,8874
Carrera 59 Calle 77 Sur LA ESTRELLA,6.1596727,-75.6413438,8875
Carrera 65 Calle 87 Sur LA ESTRELLA,6.1531536,-75.6483954,8876
Calle 82 Sur Carrera 56A LA ESTRELLA,6.1551789,-75.6402431,8877
Calle 87 Sur Carrera 57 LA ESTRELLA,6.1526853,-75.6520852,8878
Carrera 54 Calle 79 Sur LA ESTRELLA,6.156839,-75.6340866,8879
Calle 73 Sur Carrera 63AA LA ESTRELLA,6.1655491,-75.6450327,8880
Calle 78A Sur Carrera 52A LA ESTRELLA,6.1573769,-75.6304964,8881
Calle 77 Sur Carrera 59 LA ESTRELLA,6.1596727,-75.6413438,8882
Calle 74 Sur Carrera 62A LA ESTRELLA,6.1645847,-75.6433602,8883
Calle 100 Sur Carrera 49 LA ESTRELLA,6.1195073,-75.6341745,8892
Carrera 50 Calle 96A Sur LA ESTRELLA,6.1441505,-75.6334228,8893
Carrera 50 Calle 97B Sur LA ESTRELLA,6.1317917,-75.6334631,8894
Carrera 50 Calle 92B Sur LA ESTRELLA,6.1399901,-75.6336163,8895
Carrera 62A Calle 74 Sur LA ESTRELLA,6.1645847,-75.6433602,7785
Carrera 50 Calle 90 Sur LA ESTRELLA,6.1721663,-75.6089299,7887
Carrera 50 Calle 101 Sur LA ESTRELLA,6.1156037,-75.6366249,7888
Carrera 55 Calle 77 Sur LA ESTRELLA,6.1604047,-75.6372673,7889
Carrera 55 Calle 77 Sur LA ESTRELLA,6.1604047,-75.6372673,7905
Carrera 48 Calle 98A Sur LA ESTRELLA,6.1234898,-75.6299991,7906
Calle 75 Sur Carrera 60 LA ESTRELLA,6.1651475,-75.6328584,7907
Carrera 62 Calle 86 Sur LA ESTRELLA,6.153588,-75.6464351,7908
Carrera 48 Calle 98A Sur LA ESTRELLA,6.1234898,-75.6299991,7909
Calle 80 Sur Carrera 56D LA ESTRELLA,6.1565434,-75.6396832,8017
Carrera 48 Calle 100 Sur LA ESTRELLA,6.1168976,-75.6303266,8018
Carrera 55 Calle 90 Sur LA ESTRELLA,6.1482394,-75.637607,8019
Carrera 50 Calle 96 Sur LA ESTRELLA,6.1349499,-75.6344472,8020
Carrera 55 Calle 84 Sur LA ESTRELLA,6.150752,-75.6369044,8021
Carrera 48 Calle 79C Sur LA ESTRELLA,6.154837,-75.635219,8022
Carrera 55 Calle 80 Sur LA ESTRELLA,6.1543856,-75.6363237,8023
Carrera 62A Calle 75AA Sur LA ESTRELLA,6.1624034,-75.6442517,8024
Carrera 50 Calle 95 Sur LA ESTRELLA,6.1366177,-75.6342835,8025
Carrera 50 Calle 88A Sur LA ESTRELLA,6.1721663,-75.6089299,8026
Carrera 50 Calle 91 Sur LA ESTRELLA,6.1441505,-75.6334228,8073
Calle 79 Sur Carrera 50 LA ESTRELLA,6.1539353,-75.6289665,8074
Carrera 50 Calle 79C Sur LA ESTRELLA,6.1529569,-75.6318012,8075
Carrera 50 Calle 102 Sur LA ESTRELLA,6.1441505,-75.6334228,6580
Calle 80 Sur Carrera 63 LA ESTRELLA,6.1586293,-75.6450655,6581
Calle 80 Sur Carrera 63 LA ESTRELLA,6.1586293,-75.6450655,6582
Calle 80 Sur Carrera 64 LA ESTRELLA,6.1590527,-75.646477,6583
Carrera 50 Calle 77 Sur LA ESTRELLA,6.154535,-75.626803,6584
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,6585
